filename,kind,model,date,time_ref,geometry,cutoff,origin,nativefmt,start,stop,step,dispo_time,vapp,vconf,experiment,block,namespace,alternate
psym_s3_[date]_23,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,24,96,3,23,promethee,commun,OPER,MAJ23,vortex.cache.fr,psym_s3_[date]_22
pprod_moj4j14_[date]_maj11,gridpoint,alpha,0,utc,glob025,production,historic,grib,99,336,3,11,promethee,monde_j4j14,OPER,MAJ11,vortex.cache.fr,pprod_moj4j14_[date-1]_maj22
pprod_moj4j14_[date]_maj22,gridpoint,alpha,0,utc,glob025,production,historic,grib,99,360,3,22,promethee,monde_j4j14,OPER,MAJ22,vortex.cache.fr,pprod_moj4j14_[date]_maj11
pewire_[date]_03,gridpoint,promethee,3,utc,eurw1s40,production,historic,grib,1,51,1,7,promethee,pewire,OPER,forecast,vortex.cache.fr,pewire_[date-1]_21
pewire_[date]_09,gridpoint,promethee,9,utc,eurw1s40,production,historic,grib,1,51,1,15,promethee,pewire,OPER,forecast,vortex.cache.fr,pewire_[date]_03
pewire_[date]_15,gridpoint,promethee,15,utc,eurw1s40,production,historic,grib,1,51,1,20,promethee,pewire,OPER,forecast,vortex.cache.fr,pewire_[date]_09
pewire_[date]_21,gridpoint,promethee,21,utc,eurw1s40,production,historic,grib,1,51,1,27,promethee,pewire,OPER,forecast,vortex.cache.fr,pewire_[date]_15
peir_jj3_[date]_00,gridpoint,psym,0,utc,franxl1s100,production,historic,grib,1,96,1,2,promethee,peir_jj3,OPER,forecast,vortex.cache.fr,peir_jj3_[date-1]_18
peir_jj3_[date]_06,gridpoint,psym,6,utc,franxl1s100,production,historic,grib,1,90,1,7,promethee,peir_jj3,OPER,forecast,vortex.cache.fr,peir_jj3_[date]_00
peir_jj3_[date]_12,gridpoint,psym,12,utc,franxl1s100,production,historic,grib,1,84,1,13,promethee,peir_jj3,OPER,forecast,vortex.cache.fr,peir_jj1_[date]_06
peir_jj3_[date]_18,gridpoint,psym,18,utc,franxl1s100,production,historic,grib,1,102,1,19,promethee,peir_jj3,OPER,forecast,vortex.cache.fr,peir_jj3_[date]_12
