wavelength_in_um,n,k
1.538460016250610352e+00,2.433459997177124023e+00,9.999999747378751636e-05
1.539409995079040527e+00,2.433399915695190430e+00,9.999999747378751636e-05
1.540359973907470703e+00,2.433340072631835938e+00,9.999999747378751636e-05
1.541309952735900879e+00,2.433290004730224609e+00,9.999999747378751636e-05
1.542260050773620605e+00,2.433229923248291016e+00,9.999999747378751636e-05
1.543210029602050781e+00,2.433170080184936523e+00,9.999999747378751636e-05
1.544160008430480957e+00,2.433120012283325195e+00,9.999999747378751636e-05
1.545120000839233398e+00,2.433059930801391602e+00,9.999999747378751636e-05
1.546069979667663574e+00,2.433000087738037109e+00,9.999999747378751636e-05
1.547029972076416016e+00,2.432950019836425781e+00,9.999999747378751636e-05
1.547989964485168457e+00,2.432889938354492188e+00,9.999999747378751636e-05
1.548949956893920898e+00,2.432830095291137695e+00,9.999999747378751636e-05
1.549909949302673340e+00,2.432770013809204102e+00,9.999999747378751636e-05
1.550869941711425781e+00,2.432719945907592773e+00,9.999999747378751636e-05
1.551830053329467773e+00,2.432660102844238281e+00,9.999999747378751636e-05
1.552800059318542480e+00,2.432600021362304688e+00,9.999999747378751636e-05
1.553760051727294922e+00,2.432549953460693359e+00,9.999999747378751636e-05
1.554730057716369629e+00,2.432490110397338867e+00,9.999999747378751636e-05
1.555690050125122070e+00,2.432430028915405273e+00,9.999999747378751636e-05
1.556660056114196777e+00,2.432379961013793945e+00,9.999999747378751636e-05
1.557629942893981934e+00,2.432320117950439453e+00,9.999999747378751636e-05
1.558599948883056641e+00,2.432260036468505859e+00,9.999999747378751636e-05
1.559579968452453613e+00,2.432209968566894531e+00,9.999999747378751636e-05
1.560549974441528320e+00,2.432149887084960938e+00,9.999999747378751636e-05
1.561519980430603027e+00,2.432090044021606445e+00,9.999999747378751636e-05
1.562500000000000000e+00,2.432039976119995117e+00,9.999999747378751636e-05
1.563480019569396973e+00,2.431979894638061523e+00,9.999999747378751636e-05
1.564460039138793945e+00,2.431920051574707031e+00,9.999999747378751636e-05
1.565440058708190918e+00,2.431869983673095703e+00,9.999999747378751636e-05
1.566419959068298340e+00,2.431809902191162109e+00,9.999999747378751636e-05
1.567399978637695312e+00,2.431750059127807617e+00,9.999999747378751636e-05
1.568379998207092285e+00,2.431699991226196289e+00,9.999999747378751636e-05
1.569370031356811523e+00,2.431639909744262695e+00,9.999999747378751636e-05
1.570350050926208496e+00,2.431580066680908203e+00,9.999999747378751636e-05
1.571339964866638184e+00,2.431529998779296875e+00,9.999999747378751636e-05
1.572329998016357422e+00,2.431469917297363281e+00,9.999999747378751636e-05
1.573320031166076660e+00,2.431410074234008789e+00,9.999999747378751636e-05
1.574309945106506348e+00,2.431360006332397461e+00,9.999999747378751636e-05
1.575299978256225586e+00,2.431299924850463867e+00,9.999999747378751636e-05
1.576290011405944824e+00,2.431240081787109375e+00,9.999999747378751636e-05
1.577290058135986328e+00,2.431190013885498047e+00,9.999999747378751636e-05
1.578279972076416016e+00,2.431129932403564453e+00,9.999999747378751636e-05
