wavelength_in_um,n,k
1.711159944534301758e+00,2.460599899291992188e+00,3.999999898951500654e-05
1.712329983711242676e+00,2.460580110549926758e+00,3.999999898951500654e-05
1.713500022888183594e+00,2.460560083389282227e+00,3.999999898951500654e-05
1.714679956436157227e+00,2.460550069808959961e+00,3.999999898951500654e-05
1.715849995613098145e+00,2.460530042648315430e+00,3.999999898951500654e-05
1.717030048370361328e+00,2.460510015487670898e+00,3.999999898951500654e-05
1.718209981918334961e+00,2.460489988327026367e+00,3.999999898951500654e-05
1.719390034675598145e+00,2.460469961166381836e+00,3.999999898951500654e-05
1.720579981803894043e+00,2.460459947586059570e+00,3.999999898951500654e-05
1.721760034561157227e+00,2.460439920425415039e+00,3.999999898951500654e-05
1.722949981689453125e+00,2.460419893264770508e+00,3.999999898951500654e-05
1.724140048027038574e+00,2.460400104522705078e+00,3.999999898951500654e-05
1.725329995155334473e+00,2.460380077362060547e+00,3.999999898951500654e-05
1.726519942283630371e+00,2.460370063781738281e+00,3.999999898951500654e-05
1.727710008621215820e+00,2.460350036621093750e+00,3.999999898951500654e-05
1.728909969329833984e+00,2.460330009460449219e+00,3.999999898951500654e-05
1.730100035667419434e+00,2.460309982299804688e+00,3.999999898951500654e-05
1.731299996376037598e+00,2.460289955139160156e+00,3.999999898951500654e-05
1.732499957084655762e+00,2.460269927978515625e+00,3.999999898951500654e-05
1.733700037002563477e+00,2.460259914398193359e+00,3.999999898951500654e-05
1.734910011291503906e+00,2.460239887237548828e+00,3.999999898951500654e-05
1.736109972000122070e+00,2.460220098495483398e+00,3.999999898951500654e-05
1.737319946289062500e+00,2.460200071334838867e+00,3.999999898951500654e-05
1.738530039787292480e+00,2.460180044174194336e+00,4.999999873689375818e-05
1.739740014076232910e+00,2.460160017013549805e+00,4.999999873689375818e-05
1.740949988365173340e+00,2.460150003433227539e+00,4.999999873689375818e-05
1.742159962654113770e+00,2.460129976272583008e+00,4.999999873689375818e-05
1.743379950523376465e+00,2.460109949111938477e+00,4.999999873689375818e-05
1.744590044021606445e+00,2.460089921951293945e+00,4.999999873689375818e-05
1.745810031890869141e+00,2.460069894790649414e+00,4.999999873689375818e-05
1.747030019760131836e+00,2.460050106048583984e+00,4.999999873689375818e-05
1.748250007629394531e+00,2.460030078887939453e+00,4.999999873689375818e-05
1.749480009078979492e+00,2.460010051727294922e+00,4.999999873689375818e-05
1.750699996948242188e+00,2.459990024566650391e+00,4.999999873689375818e-05
1.751929998397827148e+00,2.459980010986328125e+00,4.999999873689375818e-05
1.753159999847412109e+00,2.459959983825683594e+00,4.999999873689375818e-05
1.754390001296997070e+00,2.459939956665039062e+00,4.999999873689375818e-05
1.755620002746582031e+00,2.459919929504394531e+00,4.999999873689375818e-05
1.756850004196166992e+00,2.459899902343750000e+00,4.999999873689375818e-05
1.758090019226074219e+00,2.459880113601684570e+00,4.999999873689375818e-05
1.759320020675659180e+00,2.459860086441040039e+00,4.999999873689375818e-05
1.760560035705566406e+00,2.459840059280395508e+00,4.999999873689375818e-05
1.761800050735473633e+00,2.459820032119750977e+00,4.999999873689375818e-05
1.763049960136413574e+00,2.459800004959106445e+00,4.999999873689375818e-05
1.764289975166320801e+00,2.459779977798461914e+00,4.999999873689375818e-05
1.765540003776550293e+00,2.459759950637817383e+00,4.999999873689375818e-05
1.766780018806457520e+00,2.459739923477172852e+00,4.999999873689375818e-05
1.768030047416687012e+00,2.459719896316528320e+00,4.999999873689375818e-05
1.769289970397949219e+00,2.459700107574462891e+00,4.999999873689375818e-05
1.770539999008178711e+00,2.459690093994140625e+00,4.999999873689375818e-05
1.771790027618408203e+00,2.459670066833496094e+00,4.999999873689375818e-05
1.773049950599670410e+00,2.459650039672851562e+00,4.999999873689375818e-05
1.774309992790222168e+00,2.459630012512207031e+00,4.999999873689375818e-05
1.775570034980773926e+00,2.459609985351562500e+00,4.999999873689375818e-05
1.776829957962036133e+00,2.459589958190917969e+00,4.999999873689375818e-05
1.778090000152587891e+00,2.459569931030273438e+00,4.999999873689375818e-05
1.779360055923461914e+00,2.459549903869628906e+00,4.999999873689375818e-05
1.780629992485046387e+00,2.459530115127563477e+00,4.999999873689375818e-05
1.781900048255920410e+00,2.459510087966918945e+00,4.999999873689375818e-05
1.783169984817504883e+00,2.459490060806274414e+00,4.999999873689375818e-05
1.784440040588378906e+00,2.459470033645629883e+00,4.999999873689375818e-05
1.785709977149963379e+00,2.459450006484985352e+00,4.999999873689375818e-05
1.786990046501159668e+00,2.459429979324340820e+00,4.999999873689375818e-05
1.788269996643066406e+00,2.459409952163696289e+00,4.999999873689375818e-05
1.789549946784973145e+00,2.459379911422729492e+00,4.999999873689375818e-05
1.790830016136169434e+00,2.459359884262084961e+00,4.999999873689375818e-05
1.792109966278076172e+00,2.459340095520019531e+00,4.999999873689375818e-05
1.793400049209594727e+00,2.459320068359375000e+00,4.999999873689375818e-05
1.794690012931823730e+00,2.459300041198730469e+00,4.999999873689375818e-05
1.795979976654052734e+00,2.459280014038085938e+00,4.999999873689375818e-05
1.797270059585571289e+00,2.459259986877441406e+00,4.999999873689375818e-05
1.798560023307800293e+00,2.459239959716796875e+00,4.999999873689375818e-05
1.799860000610351562e+00,2.459219932556152344e+00,4.999999873689375818e-05
1.801149964332580566e+00,2.459199905395507812e+00,4.999999873689375818e-05
1.802449941635131836e+00,2.459180116653442383e+00,4.999999873689375818e-05
1.803750038146972656e+00,2.459160089492797852e+00,4.999999873689375818e-05
1.805050015449523926e+00,2.459140062332153320e+00,4.999999873689375818e-05
1.806360006332397461e+00,2.459120035171508789e+00,4.999999873689375818e-05
1.807659983634948730e+00,2.459100008010864258e+00,4.999999873689375818e-05
1.808969974517822266e+00,2.459069967269897461e+00,4.999999873689375818e-05
1.810279965400695801e+00,2.459049940109252930e+00,4.999999873689375818e-05
1.811589956283569336e+00,2.459029912948608398e+00,4.999999873689375818e-05
1.812909960746765137e+00,2.459009885787963867e+00,4.999999873689375818e-05
1.814219951629638672e+00,2.458990097045898438e+00,4.999999873689375818e-05
1.815539956092834473e+00,2.458970069885253906e+00,4.999999873689375818e-05
1.816859960556030273e+00,2.458950042724609375e+00,4.999999873689375818e-05
1.818179965019226074e+00,2.458930015563964844e+00,4.999999873689375818e-05
1.819509983062744141e+00,2.458899974822998047e+00,4.999999873689375818e-05
1.820829987525939941e+00,2.458879947662353516e+00,4.999999873689375818e-05
1.822160005569458008e+00,2.458859920501708984e+00,4.999999873689375818e-05
1.823490023612976074e+00,2.458839893341064453e+00,4.999999873689375818e-05
1.824820041656494141e+00,2.458820104598999023e+00,4.999999873689375818e-05
1.826149940490722656e+00,2.458800077438354492e+00,4.999999873689375818e-05
1.827489972114562988e+00,2.458770036697387695e+00,4.999999873689375818e-05
1.828819990158081055e+00,2.458750009536743164e+00,4.999999873689375818e-05
1.830160021781921387e+00,2.458729982376098633e+00,4.999999873689375818e-05
1.831500053405761719e+00,2.458709955215454102e+00,4.999999873689375818e-05
1.832839965820312500e+00,2.458689928054809570e+00,4.999999873689375818e-05
1.834190011024475098e+00,2.458669900894165039e+00,4.999999873689375818e-05
1.835540056228637695e+00,2.458640098571777344e+00,4.999999873689375818e-05
1.836879968643188477e+00,2.458620071411132812e+00,4.999999873689375818e-05
1.838240027427673340e+00,2.458600044250488281e+00,4.999999873689375818e-05
1.839589953422546387e+00,2.458580017089843750e+00,4.999999873689375818e-05
1.840939998626708984e+00,2.458559989929199219e+00,4.999999873689375818e-05
1.842300057411193848e+00,2.458529949188232422e+00,4.999999873689375818e-05
1.843659996986389160e+00,2.458509922027587891e+00,4.999999873689375818e-05
1.845020055770874023e+00,2.458489894866943359e+00,4.999999873689375818e-05
1.846379995346069336e+00,2.458470106124877930e+00,4.999999873689375818e-05
1.847749948501586914e+00,2.458440065383911133e+00,5.999999848427250981e-05
1.849110007286071777e+00,2.458420038223266602e+00,5.999999848427250981e-05
1.850479960441589355e+00,2.458400011062622070e+00,5.999999848427250981e-05
1.851850032806396484e+00,2.458379983901977539e+00,5.999999848427250981e-05
1.853219985961914062e+00,2.458349943161010742e+00,5.999999848427250981e-05
1.854599952697753906e+00,2.458329916000366211e+00,5.999999848427250981e-05
1.855980038642883301e+00,2.458309888839721680e+00,5.999999848427250981e-05
1.857360005378723145e+00,2.458280086517333984e+00,5.999999848427250981e-05
1.858739972114562988e+00,2.458260059356689453e+00,5.999999848427250981e-05
1.860120058059692383e+00,2.458240032196044922e+00,5.999999848427250981e-05
1.861500024795532227e+00,2.458220005035400391e+00,5.999999848427250981e-05
1.862890005111694336e+00,2.458189964294433594e+00,5.999999848427250981e-05
1.864279985427856445e+00,2.458169937133789062e+00,5.999999848427250981e-05
1.865669965744018555e+00,2.458149909973144531e+00,5.999999848427250981e-05
1.867059946060180664e+00,2.458120107650756836e+00,5.999999848427250981e-05
1.868460059165954590e+00,2.458100080490112305e+00,5.999999848427250981e-05
1.869860053062438965e+00,2.458080053329467773e+00,5.999999848427250981e-05
1.871260046958923340e+00,2.458050012588500977e+00,5.999999848427250981e-05
1.872660040855407715e+00,2.458029985427856445e+00,5.999999848427250981e-05
1.874060034751892090e+00,2.458009958267211914e+00,5.999999848427250981e-05
1.875470042228698730e+00,2.457979917526245117e+00,5.999999848427250981e-05
1.876880049705505371e+00,2.457959890365600586e+00,5.999999848427250981e-05
1.878290057182312012e+00,2.457940101623535156e+00,5.999999848427250981e-05
1.879699945449829102e+00,2.457910060882568359e+00,5.999999848427250981e-05
1.881109952926635742e+00,2.457890033721923828e+00,5.999999848427250981e-05
1.882529973983764648e+00,2.457859992980957031e+00,5.999999848427250981e-05
1.883949995040893555e+00,2.457839965820312500e+00,5.999999848427250981e-05
1.885370016098022461e+00,2.457819938659667969e+00,5.999999848427250981e-05
1.886790037155151367e+00,2.457789897918701172e+00,5.999999848427250981e-05
1.888219952583312988e+00,2.457770109176635742e+00,5.999999848427250981e-05
1.889639973640441895e+00,2.457740068435668945e+00,5.999999848427250981e-05
1.891070008277893066e+00,2.457720041275024414e+00,5.999999848427250981e-05
1.892510056495666504e+00,2.457700014114379883e+00,5.999999848427250981e-05
1.893939971923828125e+00,2.457669973373413086e+00,5.999999848427250981e-05
1.895380020141601562e+00,2.457649946212768555e+00,5.999999848427250981e-05
1.896810054779052734e+00,2.457619905471801758e+00,5.999999848427250981e-05
1.898249983787536621e+00,2.457600116729736328e+00,5.999999848427250981e-05
1.899700045585632324e+00,2.457570075988769531e+00,5.999999848427250981e-05
1.901139974594116211e+00,2.457550048828125000e+00,5.999999848427250981e-05
1.902590036392211914e+00,2.457520008087158203e+00,5.999999848427250981e-05
1.904039978981018066e+00,2.457499980926513672e+00,5.999999848427250981e-05
1.905490040779113770e+00,2.457469940185546875e+00,5.999999848427250981e-05
1.906939983367919922e+00,2.457449913024902344e+00,5.999999848427250981e-05
1.908400058746337891e+00,2.457420110702514648e+00,5.999999848427250981e-05
1.909850001335144043e+00,2.457400083541870117e+00,5.999999848427250981e-05
1.911309957504272461e+00,2.457380056381225586e+00,5.999999848427250981e-05
1.912780046463012695e+00,2.457350015640258789e+00,5.999999848427250981e-05
1.914240002632141113e+00,2.457319974899291992e+00,5.999999848427250981e-05
1.915709972381591797e+00,2.457299947738647461e+00,5.999999848427250981e-05
1.917179942131042480e+00,2.457269906997680664e+00,5.999999848427250981e-05
1.918650031089782715e+00,2.457250118255615234e+00,5.999999848427250981e-05
1.920120000839233398e+00,2.457220077514648438e+00,5.999999848427250981e-05
1.921599984169006348e+00,2.457200050354003906e+00,5.999999848427250981e-05
1.923079967498779297e+00,2.457170009613037109e+00,5.999999848427250981e-05
1.924559950828552246e+00,2.457149982452392578e+00,5.999999848427250981e-05
1.926040053367614746e+00,2.457119941711425781e+00,5.999999848427250981e-05
1.927530050277709961e+00,2.457099914550781250e+00,5.999999848427250981e-05
1.929010033607482910e+00,2.457070112228393555e+00,5.999999848427250981e-05
1.930500030517578125e+00,2.457040071487426758e+00,5.999999848427250981e-05
1.931990027427673340e+00,2.457020044326782227e+00,5.999999848427250981e-05
1.933490037918090820e+00,2.456990003585815430e+00,5.999999848427250981e-05
1.934980034828186035e+00,2.456969976425170898e+00,5.999999848427250981e-05
1.936480045318603516e+00,2.456939935684204102e+00,5.999999848427250981e-05
1.937980055809020996e+00,2.456909894943237305e+00,5.999999848427250981e-05
1.939489960670471191e+00,2.456890106201171875e+00,5.999999848427250981e-05
1.940989971160888672e+00,2.456860065460205078e+00,7.000000186963006854e-05
1.942499995231628418e+00,2.456840038299560547e+00,7.000000186963006854e-05
1.944010019302368164e+00,2.456809997558593750e+00,7.000000186963006854e-05
1.945530056953430176e+00,2.456779956817626953e+00,7.000000186963006854e-05
1.947039961814880371e+00,2.456759929656982422e+00,7.000000186963006854e-05
1.948559999465942383e+00,2.456729888916015625e+00,7.000000186963006854e-05
1.950080037117004395e+00,2.456700086593627930e+00,7.000000186963006854e-05
1.951599955558776855e+00,2.456680059432983398e+00,7.000000186963006854e-05
1.953130006790161133e+00,2.456650018692016602e+00,7.000000186963006854e-05
1.954650044441223145e+00,2.456619977951049805e+00,7.000000186963006854e-05
1.956179976463317871e+00,2.456599950790405273e+00,7.000000186963006854e-05
1.957710027694702148e+00,2.456569910049438477e+00,7.000000186963006854e-05
1.959249973297119141e+00,2.456540107727050781e+00,7.000000186963006854e-05
1.960780024528503418e+00,2.456510066986083984e+00,7.000000186963006854e-05
1.962319970130920410e+00,2.456490039825439453e+00,7.000000186963006854e-05
1.963860034942626953e+00,2.456459999084472656e+00,7.000000186963006854e-05
1.965409994125366211e+00,2.456429958343505859e+00,7.000000186963006854e-05
1.966959953308105469e+00,2.456409931182861328e+00,7.000000186963006854e-05
1.968500018119812012e+00,2.456379890441894531e+00,7.000000186963006854e-05
1.970059990882873535e+00,2.456350088119506836e+00,7.000000186963006854e-05
1.971609950065612793e+00,2.456320047378540039e+00,7.000000186963006854e-05
1.973160028457641602e+00,2.456300020217895508e+00,7.000000186963006854e-05
1.974720001220703125e+00,2.456269979476928711e+00,7.000000186963006854e-05
1.976279973983764648e+00,2.456239938735961914e+00,7.000000186963006854e-05
1.977849960327148438e+00,2.456209897994995117e+00,7.000000186963006854e-05
1.979410052299499512e+00,2.456180095672607422e+00,7.000000186963006854e-05
1.980980038642883301e+00,2.456160068511962891e+00,7.000000186963006854e-05
1.982550024986267090e+00,2.456130027770996094e+00,7.000000186963006854e-05
1.984130024909973145e+00,2.456099987030029297e+00,7.000000186963006854e-05
1.985700011253356934e+00,2.456069946289062500e+00,7.000000186963006854e-05
1.987280011177062988e+00,2.456039905548095703e+00,7.000000186963006854e-05
1.988860011100769043e+00,2.456020116806030273e+00,7.000000186963006854e-05
1.990450024604797363e+00,2.455990076065063477e+00,7.000000186963006854e-05
1.992030024528503418e+00,2.455960035324096680e+00,7.000000186963006854e-05
1.993620038032531738e+00,2.455929994583129883e+00,7.000000186963006854e-05
1.995210051536560059e+00,2.455899953842163086e+00,7.000000186963006854e-05
1.996809959411621094e+00,2.455869913101196289e+00,7.000000186963006854e-05
1.998399972915649414e+00,2.455840110778808594e+00,7.000000186963006854e-05
2.000000000000000000e+00,2.455820083618164062e+00,7.000000186963006854e-05
2.001600027084350586e+00,2.455790042877197266e+00,7.000000186963006854e-05
2.003210067749023438e+00,2.455760002136230469e+00,7.000000186963006854e-05
2.004810094833374023e+00,2.455729961395263672e+00,7.000000186963006854e-05
2.006419897079467773e+00,2.455699920654296875e+00,7.000000186963006854e-05
2.008029937744140625e+00,2.455670118331909180e+00,7.000000186963006854e-05
2.009649991989135742e+00,2.455640077590942383e+00,7.000000186963006854e-05
2.011260032653808594e+00,2.455610036849975586e+00,7.000000186963006854e-05
2.012880086898803711e+00,2.455579996109008789e+00,7.000000186963006854e-05
2.014499902725219727e+00,2.455549955368041992e+00,7.000000186963006854e-05
2.016129970550537109e+00,2.455519914627075195e+00,7.000000186963006854e-05
2.017760038375854492e+00,2.455490112304687500e+00,7.000000186963006854e-05
2.019390106201171875e+00,2.455460071563720703e+00,7.000000186963006854e-05
