wavelength_in_um,n,k
1.538460016250610352e+00,1.443249940872192383e+00,1.999999949475750327e-05
1.539409995079040527e+00,1.443240046501159668e+00,1.999999949475750327e-05
1.540359973907470703e+00,1.443230032920837402e+00,1.999999949475750327e-05
1.541309952735900879e+00,1.443220019340515137e+00,1.999999949475750327e-05
1.542260050773620605e+00,1.443210005760192871e+00,1.999999949475750327e-05
1.543210029602050781e+00,1.443199992179870605e+00,1.999999949475750327e-05
1.544160008430480957e+00,1.443189978599548340e+00,1.999999949475750327e-05
1.545120000839233398e+00,1.443179965019226074e+00,1.999999949475750327e-05
1.546069979667663574e+00,1.443169951438903809e+00,1.999999949475750327e-05
1.547029972076416016e+00,1.443160057067871094e+00,1.999999949475750327e-05
1.547989964485168457e+00,1.443150043487548828e+00,1.999999949475750327e-05
1.548949956893920898e+00,1.443140029907226562e+00,1.999999949475750327e-05
1.549909949302673340e+00,1.443130016326904297e+00,1.999999949475750327e-05
1.550869941711425781e+00,1.443120002746582031e+00,1.999999949475750327e-05
1.551830053329467773e+00,1.443109989166259766e+00,1.999999949475750327e-05
1.552800059318542480e+00,1.443109989166259766e+00,1.999999949475750327e-05
1.553760051727294922e+00,1.443099975585937500e+00,1.999999949475750327e-05
1.554730057716369629e+00,1.443089962005615234e+00,1.999999949475750327e-05
1.555690050125122070e+00,1.443079948425292969e+00,1.999999949475750327e-05
1.556660056114196777e+00,1.443070054054260254e+00,1.999999949475750327e-05
1.557629942893981934e+00,1.443060040473937988e+00,1.999999949475750327e-05
1.558599948883056641e+00,1.443050026893615723e+00,1.999999949475750327e-05
1.559579968452453613e+00,1.443040013313293457e+00,1.999999949475750327e-05
1.560549974441528320e+00,1.443029999732971191e+00,1.999999949475750327e-05
1.561519980430603027e+00,1.443019986152648926e+00,1.999999949475750327e-05
1.562500000000000000e+00,1.443009972572326660e+00,1.999999949475750327e-05
1.563480019569396973e+00,1.442999958992004395e+00,1.999999949475750327e-05
1.564460039138793945e+00,1.442989945411682129e+00,1.999999949475750327e-05
1.565440058708190918e+00,1.442980051040649414e+00,1.999999949475750327e-05
1.566419959068298340e+00,1.442970037460327148e+00,1.999999949475750327e-05
1.567399978637695312e+00,1.442960023880004883e+00,1.999999949475750327e-05
1.568379998207092285e+00,1.442950010299682617e+00,1.999999949475750327e-05
1.569370031356811523e+00,1.442939996719360352e+00,1.999999949475750327e-05
1.570350050926208496e+00,1.442929983139038086e+00,1.999999949475750327e-05
1.571339964866638184e+00,1.442919969558715820e+00,1.999999949475750327e-05
1.572329998016357422e+00,1.442909955978393555e+00,1.999999949475750327e-05
1.573320031166076660e+00,1.442899942398071289e+00,1.999999949475750327e-05
1.574309945106506348e+00,1.442890048027038574e+00,1.999999949475750327e-05
1.575299978256225586e+00,1.442880034446716309e+00,1.999999949475750327e-05
1.576290011405944824e+00,1.442870020866394043e+00,1.999999949475750327e-05
1.577290058135986328e+00,1.442860007286071777e+00,1.999999949475750327e-05
1.578279972076416016e+00,1.442849993705749512e+00,1.999999949475750327e-05
1.579280018806457520e+00,1.442839980125427246e+00,1.999999949475750327e-05
1.580279946327209473e+00,1.442829966545104980e+00,1.999999949475750327e-05
1.581279993057250977e+00,1.442819952964782715e+00,1.999999949475750327e-05
1.582280039787292480e+00,1.442810058593750000e+00,1.999999949475750327e-05
1.583279967308044434e+00,1.442800045013427734e+00,1.999999949475750327e-05
1.584280014038085938e+00,1.442790031433105469e+00,1.999999949475750327e-05
1.585289955139160156e+00,1.442780017852783203e+00,1.999999949475750327e-05
1.586290001869201660e+00,1.442770004272460938e+00,1.999999949475750327e-05
1.587299942970275879e+00,1.442759990692138672e+00,1.999999949475750327e-05
1.588310003280639648e+00,1.442749977111816406e+00,1.999999949475750327e-05
1.589319944381713867e+00,1.442739963531494141e+00,1.999999949475750327e-05
1.590330004692077637e+00,1.442729949951171875e+00,1.999999949475750327e-05
1.591339945793151855e+00,1.442720055580139160e+00,1.999999949475750327e-05
1.592360019683837891e+00,1.442710041999816895e+00,1.999999949475750327e-05
1.593369960784912109e+00,1.442700028419494629e+00,1.999999949475750327e-05
1.594390034675598145e+00,1.442690014839172363e+00,1.999999949475750327e-05
1.595409989356994629e+00,1.442669987678527832e+00,1.999999949475750327e-05
1.596420049667358398e+00,1.442659974098205566e+00,1.999999949475750327e-05
1.597440004348754883e+00,1.442649960517883301e+00,1.999999949475750327e-05
