wavelength_in_um,n,k
1.538460016250610352e+00,2.029419898986816406e+00,1.999999949475750327e-05
1.539409995079040527e+00,2.029409885406494141e+00,1.999999949475750327e-05
1.540359973907470703e+00,2.029400110244750977e+00,1.999999949475750327e-05
1.541309952735900879e+00,2.029390096664428711e+00,1.999999949475750327e-05
1.542260050773620605e+00,2.029380083084106445e+00,1.999999949475750327e-05
1.543210029602050781e+00,2.029370069503784180e+00,1.999999949475750327e-05
1.544160008430480957e+00,2.029360055923461914e+00,1.999999949475750327e-05
1.545120000839233398e+00,2.029350042343139648e+00,1.999999949475750327e-05
1.546069979667663574e+00,2.029340028762817383e+00,1.999999949475750327e-05
1.547029972076416016e+00,2.029330015182495117e+00,1.999999949475750327e-05
1.547989964485168457e+00,2.029320001602172852e+00,1.999999949475750327e-05
1.548949956893920898e+00,2.029309988021850586e+00,1.999999949475750327e-05
1.549909949302673340e+00,2.029299974441528320e+00,1.999999949475750327e-05
1.550869941711425781e+00,2.029289960861206055e+00,1.999999949475750327e-05
1.551830053329467773e+00,2.029279947280883789e+00,1.999999949475750327e-05
1.552800059318542480e+00,2.029269933700561523e+00,1.999999949475750327e-05
1.553760051727294922e+00,2.029259920120239258e+00,1.999999949475750327e-05
1.554730057716369629e+00,2.029249906539916992e+00,1.999999949475750327e-05
1.555690050125122070e+00,2.029239892959594727e+00,1.999999949475750327e-05
1.556660056114196777e+00,2.029230117797851562e+00,1.999999949475750327e-05
1.557629942893981934e+00,2.029220104217529297e+00,1.999999949475750327e-05
1.558599948883056641e+00,2.029210090637207031e+00,1.999999949475750327e-05
1.559579968452453613e+00,2.029200077056884766e+00,1.999999949475750327e-05
1.560549974441528320e+00,2.029190063476562500e+00,2.999999924213625491e-05
1.561519980430603027e+00,2.029180049896240234e+00,2.999999924213625491e-05
1.562500000000000000e+00,2.029170036315917969e+00,2.999999924213625491e-05
1.563480019569396973e+00,2.029160022735595703e+00,2.999999924213625491e-05
1.564460039138793945e+00,2.029150009155273438e+00,2.999999924213625491e-05
1.565440058708190918e+00,2.029139995574951172e+00,2.999999924213625491e-05
1.566419959068298340e+00,2.029129981994628906e+00,2.999999924213625491e-05
