filename,kind,model,date,time_ref,geometry,cutoff,origin,nativefmt,start,stop,step,dispo_time,vapp,vconf,experiment,block,namespace,alternate
petaroute_jj1_[date]_00,gridpoint,petaroute,0,utc,franxl1s100,production,historic,grib,1,48,1,2,petaroute,petaroute,OPER@nicolauj,forecast,vortex.cache.fr,
petaroute_jj1_[date]_06,gridpoint,petaroute,6,utc,franxl1s100,production,historic,grib,1,42,1,7,petaroute,petaroute,OPER@nicolauj,forecast,vortex.cache.fr,petaroute_jj1_[date]_00
petaroute_jj1_[date]_12,gridpoint,petaroute,12,utc,franxl1s100,production,historic,grib,1,36,1,13,petaroute,petaroute,OPER@nicolauj,forecast,vortex.cache.fr,petaroute_jj1_[date]_06
petaroute_jj1_[date]_18,gridpoint,petaroute,18,utc,franxl1s100,production,historic,grib,1,30,1,19,petaroute,petaroute,OPER@nicolauj,forecast,vortex.cache.fr,petaroute_jj1_[date]_12
petaroute_j2j3_[date]_00,gridpoint,petaroute,0,utc,franxl1s100,production,historic,grib,51,96,3,2,petaroute,petaroute,OPER@nicolauj,forecast,vortex.cache.fr,
petaroute_j2j3_[date]_06,gridpoint,petaroute,6,utc,franxl1s100,production,historic,grib,45,90,3,7,petaroute,petaroute,OPER@nicolauj,forecast,vortex.cache.fr,petaroute_j2j3_[date]_00
petaroute_j2j3_[date]_12,gridpoint,petaroute,12,utc,franxl1s100,production,historic,grib,39,84,3,13,petaroute,petaroute,OPER@nicolauj,forecast,vortex.cache.fr,petaroute_j2j3_[date]_06
petaroute_j2j3_[date]_18,gridpoint,petaroute,18,utc,franxl1s100,production,historic,grib,33,78,3,19,petaroute,petaroute,OPER@nicolauj,forecast,vortex.cache.fr,petaroute_j2j3_[date]_12
psym_s1_[date]_01,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,1,48,1,1,sympo,psym,OPER@nicolauj,MAJ01,vortex.cache.fr,
psym_s1_[date]_02,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,2,48,1,2,sympo,psym,OPER@nicolauj,MAJ02,vortex.cache.fr,psym_s1_[date]_01
psym_s1_[date]_03,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,3,48,1,3,sympo,psym,OPER@nicolauj,MAJ03,vortex.cache.fr,psym_s1_[date]_02
psym_s1_[date]_04,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,4,48,1,4,sympo,psym,OPER@nicolauj,MAJ04,vortex.cache.fr,psym_s1_[date]_03
psym_s1_[date]_05,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,5,48,1,5,sympo,psym,OPER@nicolauj,MAJ05,vortex.cache.fr,psym_s1_[date]_04
psym_s1_[date]_06,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,6,48,1,6,sympo,psym,OPER@nicolauj,MAJ06,vortex.cache.fr,psym_s1_[date]_05
psym_s1_[date]_07,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,7,48,1,7,sympo,psym,OPER@nicolauj,MAJ07,vortex.cache.fr,psym_s1_[date]_06
psym_s1_[date]_08,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,8,48,1,8,sympo,psym,OPER@nicolauj,MAJ08,vortex.cache.fr,psym_s1_[date]_07
psym_s1_[date]_09,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,9,48,1,9,sympo,psym,OPER@nicolauj,MAJ09,vortex.cache.fr,psym_s1_[date]_08
