min_begin_diff,reference,start,stop,template
0,2,22,43,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
0,2,22,46,de la nuit de {weekday} à {weekday_p1} jusqu'en début de nuit suivante
0,2,25,25,en milieu de nuit de {weekday_m1} à {weekday}
0,2,25,28,en deuxième partie de nuit de {weekday_m1} à {weekday}
0,2,25,31,du milieu de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} en début de matinée
0,2,25,34,du milieu de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} matin
0,2,25,37,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
0,2,25,40,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
0,2,25,43,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
0,2,25,46,du milieu de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
0,2,25,49,du milieu de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
0,2,28,28,en fin de nuit de {weekday_m1} à {weekday}
0,2,28,31,en fin de nuit de {weekday_m1} à {weekday} et {weekday} en début de matinée
0,2,28,34,en fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
0,2,28,37,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
0,2,28,40,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
0,2,28,43,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
0,2,28,46,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
0,2,28,49,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
0,2,28,52,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en fin de nuit suivante
0,2,31,31,{weekday} en début de matinée
0,2,31,34,{weekday} matin
0,2,31,37,{weekday} matin et mi-journée
0,2,31,40,{weekday}
0,2,31,43,{weekday} jusqu'en soirée
0,2,31,46,{weekday} et en début de nuit suivante
0,2,31,49,{weekday} jusqu'en milieu de nuit suivante
0,2,31,52,{weekday} et la nuit suivante
0,2,31,55,de {weekday} jusqu'à {weekday_p1} en début de matinée
0,10,1,1,en milieu de nuit passée
0,10,1,4,cette nuit passée
0,10,1,7,cette nuit jusqu'en début de matinée
0,10,1,10,cette nuit jusqu'à ce matin
0,10,1,13,de cette nuit jusqu’en milieu de journée
0,10,1,16,de cette nuit jusqu’à cet après-midi
0,10,1,19,de cette nuit jusqu’en début de soirée
0,10,1,22,jusqu'en début de nuit suivante
0,10,1,25,de cette nuit jusqu’en milieu de nuit suivante
0,10,4,4,cette fin de nuit
0,10,4,7,cette nuit jusqu'en début de matinée
0,10,4,10,cette nuit jusqu'à ce matin
0,10,4,13,de cette nuit jusqu’en milieu de journée
0,10,4,16,de cette nuit jusqu’à cet après-midi
0,10,4,19,de cette nuit jusqu’en début de soirée
0,10,4,22,jusqu'en début de nuit suivante
0,10,4,25,de cette nuit jusqu’en milieu de nuit suivante
0,10,4,28,de cette nuit jusqu'en fin de nuit suivante
0,10,7,7,ce {weekday} en début de matinée
0,10,7,10,ce {weekday} matin
0,10,7,13,ce {weekday} matin et mi-journée
0,10,7,16,ce {weekday}
0,10,7,19,ce {weekday} jusqu'en soirée
0,10,7,22,ce {weekday} jusqu'en début de nuit suivante
0,10,7,25,ce {weekday} jusqu'en milieu de nuit suivante
0,10,7,28,ce {weekday} et la nuit suivante
0,10,7,31,ce {weekday} jusqu'à {weekday_p1} en début de matinée
0,10,10,10,ce {weekday} en fin de matinée
0,10,10,13,ce {weekday} mi-journée
0,10,10,16,ce {weekday} en fin de matinée et après-midi
0,10,10,19,ce {weekday} de la fin de matinée jusqu’en soirée
0,10,10,22,ce {weekday} de la fin de matinée jusqu'en début de nuit suivante
0,10,10,25,ce {weekday} matin jusqu'en milieu de nuit suivante
0,10,10,28,de ce {weekday} en fin de matinée jusqu’à la nuit suivante
0,10,10,31,de ce {weekday} matin jusqu’à {weekday_p1} en début de matinée
0,10,10,34,de ce {weekday} matin jusqu’à {weekday_p1} matin
0,10,13,13,ce {weekday} en milieu de journée
0,10,13,16,ce {weekday} après-midi
0,10,13,19,ce {weekday} de la mi-journée jusqu’en soirée
0,10,13,22,ce {weekday} après-midi jusqu'en début de nuit suivante
0,10,13,25,de ce {weekday} mi-journée jusqu'en milieu de nuit suivante
0,10,13,28,de ce {weekday} mi-journée jusqu'en fin de nuit suivante
0,10,13,31,de ce {weekday} mi-journée jusqu’à {weekday_p1} en début de matinée
0,10,13,34,de ce {weekday} mi-journée jusqu’à {weekday_p1} matin
0,10,13,37,de ce {weekday} mi-journée jusqu’à {weekday_p1} midi
0,10,16,16,ce {weekday} après-midi
0,10,16,19,ce {weekday} après-midi et soirée
0,10,16,22,de ce {weekday} après-midi jusqu'en début de nuit suivante
0,10,16,25,de ce {weekday} après-midi jusqu'en milieu de nuit suivante
0,10,16,28,de ce {weekday} après-midi jusqu'en fin de nuit suivante
0,10,16,31,de ce {weekday} après-midi jusqu’à {weekday_p1} en début de matinée
0,10,16,34,de ce {weekday} après-midi jusqu’à {weekday_p1} matin
0,10,16,37,de ce {weekday} après-midi jusqu’à {weekday_p1} mi-journée
0,10,16,40,de ce {weekday} après-midi jusqu’à {weekday_p1} après-midi
0,10,19,19,ce {weekday} soir
0,10,19,22,ce {weekday} soir jusqu'en début de nuit
0,10,19,25,ce {weekday} soir et en milieu de nuit
0,10,19,28,ce {weekday} soir jusqu'en fin de nuit
0,10,19,31,de ce {weekday} soir jusqu’à {weekday_p1} en début de matinée
0,10,19,34,de ce {weekday} soir jusqu’à {weekday_p1} matin
0,10,19,37,de ce {weekday} soir jusqu’à {weekday_p1} mi-journée
0,10,19,40,de ce {weekday} soir jusqu’à {weekday_p1} après-midi
0,10,19,43,de ce {weekday} soir jusqu’à {weekday_p1} soir
0,10,22,22,en première partie de nuit de {weekday} à {weekday_p1}
0,10,22,25,en cours de nuit de {weekday} à {weekday_p1}
0,10,22,28,la nuit de {weekday} à {weekday_p1}
0,10,22,31,la nuit de {weekday} à {weekday_p1} et {weekday_p1} en début de matinée
0,10,22,34,la nuit de {weekday} à {weekday_p1} et {weekday_p1} matin
0,10,22,37,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} mi-journée
0,10,22,40,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} après-midi
0,10,22,43,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
0,10,22,46,de la nuit de {weekday} à {weekday_p1} jusqu'en début de nuit suivante
0,10,25,25,en milieu de nuit de {weekday_m1} à {weekday}
0,10,25,28,en deuxième partie de nuit de {weekday_m1} à {weekday}
0,10,25,31,du milieu de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} en début de matinée
0,10,25,34,du milieu de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} matin
0,10,25,37,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
0,10,25,40,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
0,10,25,43,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
0,10,25,46,du milieu de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
0,10,25,49,du milieu de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
0,10,28,28,en fin de nuit de {weekday_m1} à {weekday}
0,10,28,31,en fin de nuit de {weekday_m1} à {weekday} et {weekday} en début de matinée
0,10,28,34,en fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
0,10,28,37,de la de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
0,10,28,40,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
0,10,28,43,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
0,10,28,46,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
0,10,28,49,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
0,10,28,52,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en fin de nuit suivante
0,10,31,31,{weekday} en début de matinée
0,10,31,34,{weekday} matin
0,10,31,37,{weekday} matin et mi-journée
0,10,31,40,{weekday}
0,10,31,43,{weekday} jusqu'en soirée
0,10,31,46,{weekday} et début de nuit suivante
0,10,31,49,{weekday} jusqu'en milieu de nuit suivante
0,10,31,52,{weekday} et la nuit suivante
0,10,31,55,de {weekday} jusqu'à {weekday_p1} en début de matinée
0,15,1,1,en milieu de nuit précédente
0,15,1,4,la nuit dernière
0,15,1,7,de la nuit dernière jusqu'en début de matinée
0,15,1,10,de la nuit dernière jusqu'à ce matin
0,15,1,13,de la nuit précédente jusqu’à la mi-journée
0,15,1,16,de la nuit dernière jusqu’à cet après-midi
0,15,1,19,de la nuit dernière jusqu’en début de soirée
0,15,1,22,jusqu'en début de nuit suivante
0,15,1,25,de la nuit dernière jusqu’en milieu de nuit suivante
0,15,4,4,la nuit dernière
0,15,4,7,de la nuit dernière jusqu'en début de matinée
0,15,4,10,de la nuit dernière jusqu'à ce matin
0,15,4,13,de la nuit dernière jusqu’à la mi-journée
0,15,4,16,de la nuit dernière jusqu’à cet après-midi
0,15,4,19,de la nuit dernière jusqu’en début de soirée
0,15,4,22,jusqu'en début de nuit suivante
0,15,4,25,de la nuit dernière jusqu’en milieu de nuit suivante
0,15,4,28,de la nuit dernière jusqu'en fin de nuit suivante
0,15,7,7,aujourd'hui en début de matinée
0,15,7,10,ce matin
0,15,7,13,en première partie de journée aujourd'hui
0,15,7,16,en cours de journée aujourd'hui
0,15,7,19,aujourd'hui jusqu'en soirée
0,15,7,22,aujourd'hui jusqu'en début de nuit suivante
0,15,7,25,aujourd'hui jusqu'en milieu de nuit suivante
0,15,7,28,aujourd'hui et la nuit suivante
0,15,7,31,aujourd'hui jusqu'au petit matin demain
0,15,10,10,en milieu de matinée aujourd'hui
0,15,10,13,en fin de matinée aujourd'hui
0,15,10,16,en cours de journée aujourd'hui
0,15,10,19,de cette fin de matinée jusqu’en début de soirée
0,15,10,22,de cette fin de matinée jusqu’en début de nuit suivante
0,15,10,25,de ce matin jusqu'en milieu de nuit suivante
0,15,10,28,de cette fin de matinée jusqu’à la nuit suivante
0,15,10,31,de cette fin de matinée jusqu’au petit matin demain
0,15,10,34,de cette fin de matinée jusqu’à demain matin
0,15,13,13,ce {weekday} en milieu de journée
0,15,13,16,ce {weekday} après-midi
0,15,13,19,de ce {weekday} mi-journée jusqu’en soirée
0,15,13,22,de ce {weekday} mi-journée jusqu'en début de nuit suivante
0,15,13,25,de ce {weekday} mi-journée jusqu'en milieu de nuit suivante
0,15,13,28,de ce {weekday} mi-journée jusqu'en fin de nuit suivante
0,15,13,31,de ce {weekday} mi-journée jusqu’à {weekday_p1} en début de matinée
0,15,13,34,de ce {weekday} mi-journée jusqu’à {weekday_p1} matin
0,15,13,37,de ce {weekday} mi-journée jusqu’à {weekday_p1} midi
0,15,16,16,ce {weekday} après-midi
0,15,16,19,ce {weekday} après-midi et soirée
0,15,16,22,de ce {weekday} après-midi jusqu'en début de nuit suivante
0,15,16,25,de ce {weekday} après-midi jusqu'en milieu de nuit suivante
0,15,16,28,de ce {weekday} après-midi jusqu'en fin de nuit suivante
0,15,16,31,de ce {weekday} après-midi jusqu’à {weekday_p1} en début de matinée
0,15,16,34,de ce {weekday} après-midi jusqu’à {weekday_p1} matin
0,15,16,37,de ce {weekday} après-midi jusqu’à {weekday_p1} mi-journée
0,15,16,40,de ce {weekday} après-midi jusqu’à {weekday_p1} après-midi
0,15,19,19,ce {weekday} soir
0,15,19,22,ce {weekday} soir et en début de nuit
0,15,19,25,ce {weekday} soir et en milieu de nuit
0,15,19,28,de ce {weekday} soir jusqu'en fin de nuit
0,15,19,31,de ce {weekday} soir jusqu’à {weekday_p1} en début de matinée
0,15,19,34,de ce {weekday} soir jusqu’à {weekday_p1} matin
0,15,19,37,de ce {weekday} soir jusqu’à {weekday_p1} mi-journée
0,15,19,40,de ce {weekday} soir jusqu’à {weekday_p1} après-midi
0,15,19,43,de ce {weekday} soir jusqu’à {weekday_p1} soir
0,15,22,22,en première partie de nuit de {weekday} à {weekday_p1}
0,15,22,25,en cours de nuit de {weekday} à {weekday_p1}
0,15,22,28,la nuit de {weekday} à {weekday_p1}
0,15,22,31,de la nuit de {weekday} à {weekday_p1} jusqu’à {weekday_p1} en début de matinée
0,15,22,34,la nuit de {weekday} à {weekday_p1} et {weekday_p1} matin
0,15,22,37,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} mi-journée
0,15,22,40,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} après-midi
0,15,22,43,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
0,15,22,46,de la nuit de {weekday} à {weekday_p1} jusqu'en début de nuit suivante
0,15,25,25,en milieu de nuit de {weekday_m1} à {weekday}
0,15,25,28,en deuxième partie de nuit de {weekday_m1} à {weekday}
0,15,25,31,du milieu de nuit de {weekday_m1} à {weekday} jusqu’à {weekday} en début de matinée
0,15,25,34,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} matin
0,15,25,37,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
0,15,25,40,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
0,15,25,43,du milieu de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
0,15,25,46,du milieu de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
0,15,25,49,du milieu de nuit de {weekday_m1} à {weekday} jusqu'en cours de nuit suivante
0,15,28,28,en fin de nuit de {weekday_m1} à {weekday}
0,15,28,31,en fin de nuit de {weekday_m1} à {weekday} et {weekday} en début de matinée
0,15,28,34,en fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
0,15,28,37,de la  fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
0,15,28,40,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
0,15,28,43,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
0,15,28,46,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
0,15,28,49,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
0,15,28,52,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en fin de nuit suivante
0,15,31,31,{weekday} en début de matinée
0,15,31,34,{weekday} matin
0,15,31,37,{weekday} matin et mi-journée
0,15,31,40,{weekday}
0,15,31,43,{weekday} jusqu'en soirée
0,15,31,46,{weekday} et début de nuit suivante
0,15,31,49,{weekday} jusqu'en milieu de nuit suivante
0,15,31,52,{weekday} et la nuit suivante
0,15,31,55,de {weekday} jusqu'à {weekday_p1} en début de matinée
0,22,1,1,en milieu de nuit précédente
0,22,1,4,la nuit dernière
0,22,1,7,la nuit dernière jusqu'en début de matinée
0,22,1,10,la nuit dernière jusqu'à ce matin
0,22,1,13,de la nuit précédente jusqu’à cette mi-journée
0,22,1,16,de la nuit dernière jusqu’à cet après-midi
0,22,1,19,de la nuit dernière jusqu’à ce début de soirée
0,22,1,22,jusqu'en début de nuit suivante
0,22,1,25,de la nuit dernière jusqu’en milieu de nuit suivante
0,22,4,4,la nuit dernière
0,22,4,7,la nuit dernière jusqu'en début de matinée
0,22,4,10,la nuit dernière jusqu'à ce matin
0,22,4,13,de la nuit dernière jusqu’à cette mi-journée
0,22,4,16,de la nuit dernière jusqu’à cet après-midi
0,22,4,19,de la nuit dernière jusqu’à ce début de soirée
0,22,4,22,jusqu'en début de nuit suivante
0,22,4,25,de la nuit dernière jusqu’à ce milieu de nuit
0,22,4,28,de la nuit dernière jusqu’à cette nuit
0,22,7,7,aujourd'hui en début de matinée
0,22,7,10,ce matin
0,22,7,13,en première partie de journée aujourd'hui
0,22,7,16,en cours de journée aujourd'hui
0,22,7,19,aujourd'hui jusqu'en soirée
0,22,7,22,aujourd'hui jusqu'en début de nuit suivante
0,22,7,25,aujourd'hui jusqu'en milieu de nuit
0,22,7,28,aujourd'hui et la nuit suivante
0,22,7,31,aujourd'hui jusqu'au petit matin demain
0,22,10,10,en milieu de matinée aujourd'hui
0,22,10,13,en fin de matinée aujourd'hui
0,22,10,16,en cours de journée aujourd'hui
0,22,10,19,de la fin de matinée aujourd'hui jusqu’en début de soirée
0,22,10,22,de la fin de matinée aujourd'hui jusqu'en début de nuit suivante
0,22,10,25,de la fin de matinée aujourd'hui à ce milieu de nuit
0,22,10,28,de la fin de matinée aujourd'hui à cette nuit
0,22,10,31,de la fin de matinée aujourd'hui au petit matin demain
0,22,10,34,de la fin de matinée aujourd'hui à demain matin
0,22,13,13,aujourd'hui en milieu de journée
0,22,13,16,cet après-midi
0,22,13,19,de la mi-journée jusqu’en soirée
0,22,13,22,cet après-midi jusqu'en début de nuit suivante
0,22,13,25,du milieu de journée aujourd'hui jusqu’à ce milieu de nuit
0,22,13,28,du milieu de journée aujourd'hui jusqu’à cette nuit
0,22,13,31,du milieu de journée aujourd'hui jusqu’au petit matin demain
0,22,13,34,du milieu de journée aujourd'hui jusqu’à demain matin
0,22,13,37,du milieu de journée aujourd'hui jusqu’à demain midi
0,22,16,16,cet après-midi
0,22,16,19,cet après-midi et soirée
0,22,16,22,de cet après-midi jusqu'en début de nuit suivante
0,22,16,25,de cet après-midi jusqu'au milieu de la nuit
0,22,16,28,de cet après-midi jusqu’à cette nuit
0,22,16,31,de cet après-midi jusqu’au petit matin demain
0,22,16,34,de cet après-midi jusqu’à demain matin
0,22,16,37,de cet après-midi jusqu’à demain à la mi-journée
0,22,16,40,de cet après-midi jusqu’à demain après-midi
0,22,19,19,ce {weekday} après-midi
0,22,19,22,ce {weekday} soir et en début de nuit
0,22,19,25,ce {weekday} soir et en milieu de nuit
0,22,19,28,de ce {weekday} après-midi jusqu'en cours de nuit suivante
0,22,19,31,de ce {weekday} après-midi jusqu'en fin de nuit suivante
0,22,19,34,de ce {weekday} après-midi jusqu’à {weekday_p1} en début de matinée
0,22,19,37,de ce {weekday} après-midi jusqu’à {weekday_p1} matin
0,22,19,40,de ce {weekday} après-midi jusqu’à {weekday_p1} mi-journée
0,22,19,43,de ce {weekday} après-midi jusqu’à {weekday_p1} après-midi
0,22,22,22,ce {weekday} soir
0,22,22,25,ce {weekday} soir et en début de nuit
0,22,22,28,ce {weekday} soir et en cours de nuit
0,22,22,31,de ce {weekday} soir jusqu'en fin de nuit
0,22,22,34,de ce {weekday} soir jusqu’à {weekday_p1} en début de matinée
0,22,22,37,de cette nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} mi-journée
0,22,22,40,de ce {weekday} soir jusqu’à {weekday_p1} mi-journée
0,22,22,43,de ce {weekday} soir jusqu’à {weekday_p1} après-midi
0,22,22,46,de cette nuit de {weekday} à {weekday_p1} jusqu'en début de nuit suivante
0,22,25,25,cette nuit de {weekday_m1} à {weekday}
0,22,25,28,en milieu de nuit de {weekday_m1} à {weekday}
0,22,25,31,cette nuit de {weekday_m1} à {weekday} et {weekday} en début de matinée
0,22,25,34,cette nuit de {weekday_m1} à {weekday} et {weekday} matin
0,22,25,37,de cette nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
0,22,25,40,de cette nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
0,22,25,43,de cette nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
0,22,25,46,de cette nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
0,22,25,49,de cette nuit de {weekday_m1} à {weekday} jusqu'en cours de nuit suivante
0,22,28,28,cette fin de nuit de {weekday_m1} à {weekday}
0,22,28,31,cette fin de nuit de {weekday_m1} à {weekday} et {weekday} en début de matinée
0,22,28,34,cette fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
0,22,28,37,de cette fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
0,22,28,40,de cette fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
0,22,28,43,de cette fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
0,22,28,46,de cette fin de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
0,22,28,49,de cette fin de nuit de {weekday_m1} à {weekday} jusqu'en cours de nuit suivante
0,22,28,52,de cette fin de nuit de {weekday_m1} à {weekday} jusqu'en fin de nuit suivante
0,22,31,31,ce {weekday} en début de matinée
0,22,31,34,ce {weekday} matin
0,22,31,37,ce {weekday} matin et mi-journée
0,22,31,40,ce {weekday}
0,22,31,43,de ce {weekday} jusqu'en soirée
0,22,31,46,de ce {weekday} jusqu’en début de nuit suivante
0,22,31,49,de ce {weekday} jusqu'en milieu de nuit suivante
0,22,31,52,ce {weekday} et la nuit suivante
0,22,31,55,de ce {weekday} jusqu'à {weekday_p1} en début de matinée
32,12,1,1,en milieu de nuit de {weekday_m1} à {weekday}
32,12,1,4,en cours de nuit de {weekday_m1} à {weekday}
32,12,1,7,la nuit de {weekday_m1} à {weekday}
32,12,1,10,la nuit de {weekday_m1} à {weekday} et {weekday} matin
32,12,1,13,de la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
32,12,1,16,de la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
32,12,1,19,de la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
32,12,1,22,de la nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
32,12,1,25,de la nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
32,12,4,4,en fin de nuit de {weekday_m1} à {weekday}
32,12,4,7,{weekday} en tout début de journée
32,12,4,10,en fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
32,12,4,13,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
32,12,4,16,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
32,12,4,19,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
32,12,4,22,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
32,12,4,25,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en milieu de nuit suivante
32,12,4,28,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à la nuit suivante
32,12,7,7,{weekday} en début de matinée
32,12,7,10,{weekday} matin
32,12,7,13,{weekday} matin et mi-journée
32,12,7,16,{weekday}
32,12,7,19,{weekday} jusqu'en soirée
32,12,7,22,{weekday} jusqu'en début de nuit suivante
32,12,7,25,{weekday} jusqu'en milieu de nuit suivante
32,12,7,28,{weekday} et nuit suivante
32,12,7,31,de ce {weekday} jusqu’à {weekday_p1} en début de matinée
32,12,10,10,{weekday} matin
32,12,10,13,{weekday} mi-journée
32,12,10,16,{weekday} matin et après-midi
32,12,10,19,de {weekday} matin jusqu'en soirée
32,12,10,22,de {weekday} matin jusqu'en début de nuit suivante
32,12,10,25,de {weekday} matin jusqu'en milieu de nuit suivante
32,12,10,28,de {weekday} matin jusqu’à la nuit suivante
32,12,10,31,de {weekday} matin jusqu’à {weekday_p1} en début de matinée
