ls_id,czs_id,czs_x,czs_y,czs_z,ls_x,ls_y,ls_z,distance
20636,494,28.62149007862224,23.215275177836016,197.6772744290528,1239.0869169651764,1008.2379212885434,859,0.9229144119866056
10826,297,226.88240235195292,46.82801343973121,129.99244015119697,969.7630886757712,1010.2109896276598,651,1.0558280001625164
8902,312,353.41099038863354,268.34663602173003,136.3409945674885,750.752503033837,721.1564779470892,600,1.1247165054341386
13074,394,65.65569076592699,293.75089477451684,156.84216177523265,1132.5412266528842,629.4088001781708,703,1.2943829201270505
20460,510,128.10308980652613,274.35547213398786,212.6661853883916,1047.6992880708738,659.991359434477,855,1.399179516799797
11774,402,364.7813985064494,302.4718262050238,162.59843856076034,721.1564779470892,669.8567011300596,673,1.487922759980565
33466,659,458.8586019789339,60.14251516118736,290.3064155761251,636.3145393650788,1019.0897971536842,1085,1.5320989950146418
14493,403,56.42742167289451,110.6861167002012,158.0310434032768,1184.8275376394722,888.8672867719937,734,1.5619190564567569
8793,278,218.9275058885109,129.5686992933787,119.68359068306728,963.8438836584216,895.7730259589015,598,1.7360036407820034
1967,102,248.43224015269823,406.9109838625716,62.53132049279889,861.2443300243624,515.9573706789708,338,1.8266190433053195
36777,763,65.85485592315902,284.0177872643188,321.04197794379223,1140.4335000093504,627.4357318390544,1165,1.845217954037852
7521,298,241.6023174464364,373.75754263226935,127.25076519457804,874.0692742286197,555.4187374613012,562,1.8770344400182364
13159,330,330.3580674292595,65.59557495484648,152.76309452137266,819.8098949029154,996.399511253844,705,1.9113965236009327
9317,261,166.03651804670912,30.307430997876857,114.39002123142252,1059.5376981055729,1026.9820705101504,612,1.926699082981848
10414,271,73.89722507708119,46.42925659472422,122.06457690990064,1178.9083326221223,984.561101219145,641,1.933163263925196
34095,682,329.92332497312793,89.20512361160874,294.50931565747044,811.9176215464493,955.9516103019556,1098,1.9365599176132036
38472,799,472.0172626387176,114.0110974106042,340.1553637484587,604.7454459392144,946.0862686063728,1217,1.9639502974150749
21025,486,151.52305308020146,14.08330104610616,201.809376210771,1075.3222448185052,1037.8339463752911,866,1.9728047265340192
28514,616,356.0317147464612,196.61870632503133,264.8027235262498,747.7929005251623,806.9849506986579,994,2.037201773738893
20722,531,110.2100386100386,302.34362934362935,214.545945945946,1065.4569031229223,617.5703901434717,860,2.0447379687943763
15733,475,225.28012048192767,384.6029743975904,192.4785391566265,892.8134234502268,527.79578071367,761,2.0761577924936074
