time,lat,lon,depth,depth_class,mag,mag_class,place
2024-04-01 10:26:27.337,-5.7711,112.6357,11.954,Shallow,4.1,Light,"125 km NNE of Paciran, Indonesia"
2024-04-01 18:20:38.934,5.6918,126.5299,55.452,Shallow,4.2,Light,"83 km SSE of Pondaguitan, Philippines"
2024-04-02 12:19:22.111,0.9656,124.181,141.14,Intermediate,4.4,Light,"63 km NNW of Modisi, Indonesia"
2024-04-02 12:28:49.968,4.349,125.7692,167.056,Intermediate,4.3,Light,"121 km SSE of Sarangani, Philippines"
2024-04-02 12:43:03.815,0.2854,121.6878,142.868,Intermediate,4.2,Light,"155 km W of Gorontalo, Indonesia"
2024-04-02 15:55:32.654,-3.3008,123.371,10.805,Shallow,4.8,Light,"121 km NE of Kendari, Indonesia"
2024-04-02 16:17:10.066,-3.2778,123.3041,10.0,Shallow,4.6,Light,"116 km NE of Kendari, Indonesia"
2024-04-02 21:23:42.627,-7.8391,128.243,64.067,Shallow,4.4,Light,"156 km ENE of Lospalos, Timor Leste"
2024-04-03 03:09:51.192,1.364,126.3393,54.183,Shallow,4.4,Light,"132 km WNW of Ternate, Indonesia"
2024-04-03 04:51:22.460,8.5051,126.6773,67.064,Shallow,5.1,Moderate,"40 km ENE of Hinatuan, Philippines"
2024-04-03 05:45:13.195,8.4565,126.6965,70.39,Intermediate,4.9,Light,"40 km ENE of Hinatuan, Philippines"
2024-04-03 09:02:16.573,-5.8654,112.3387,10.0,Shallow,5.1,Moderate,"111 km N of Paciran, Indonesia"
2024-04-03 12:14:24.688,8.4477,126.5834,67.524,Shallow,4.4,Light,"28 km ENE of Hinatuan, Philippines"
2024-04-03 13:17:23.852,-6.6505,129.9353,167.77,Intermediate,4.2,Light,Banda Sea
2024-04-03 15:45:10.454,-7.0576,129.6381,139.33,Intermediate,4.3,Light,"Kepulauan Babar, Indonesia"
2024-04-03 16:10:16.612,2.8594,125.6614,127.604,Intermediate,4.0,Light,"167 km NNE of Bitung, Indonesia"
2024-04-03 19:39:53.848,-2.8329,123.412,10.0,Shallow,4.2,Light,"161 km NE of Kendari, Indonesia"
2024-04-04 06:39:52.091,0.029,123.3349,142.442,Intermediate,4.9,Light,"63 km SSE of Gorontalo, Indonesia"
2024-04-04 08:44:09.581,-9.0713,124.0446,96.725,Intermediate,4.3,Light,"39 km WNW of Pante Makasar, Timor Leste"
2024-04-04 15:10:48.324,5.6722,125.4013,77.408,Intermediate,4.6,Light,"5 km NW of Nuing, Philippines"
2024-04-04 18:29:27.742,1.6071,126.3817,60.52,Shallow,4.6,Light,"140 km E of Bitung, Indonesia"
2024-04-04 22:07:31.175,-4.3444,134.8243,10.0,Shallow,4.2,Light,"132 km SW of Nabire, Indonesia"
2024-04-05 02:13:44.240,2.1582,126.8223,68.648,Shallow,4.2,Light,"140 km WNW of Tobelo, Indonesia"
2024-04-05 17:25:20.963,-7.4753,127.8581,148.395,Intermediate,4.2,Light,"149 km NE of Lospalos, Timor Leste"
2024-04-05 17:43:49.737,-4.0977,133.935,10.0,Shallow,4.0,Light,"192 km WSW of Nabire, Indonesia"
2024-04-05 18:14:03.987,-6.3259,128.8088,263.198,Intermediate,4.1,Light,"298 km SSE of Ambon, Indonesia"
2024-04-05 21:21:37.356,5.8432,126.7761,132.77,Intermediate,4.4,Light,"87 km SE of Pondaguitan, Philippines"
2024-04-06 00:37:22.709,-0.1366,124.5163,9.798,Shallow,4.4,Light,"65 km S of Modisi, Indonesia"
2024-04-06 00:48:10.264,-6.5858,128.3195,333.378,Deep,4.3,Light,"259 km NE of Lospalos, Timor Leste"
2024-04-06 08:24:30.650,-3.277,138.2881,65.268,Shallow,5.0,Moderate,"251 km N of Agats, Indonesia"
2024-04-06 09:32:53.318,5.4354,126.3625,109.123,Intermediate,4.5,Light,"96 km SE of Caburan, Philippines"
2024-04-06 10:03:26.303,-7.4164,128.8271,131.978,Intermediate,4.3,Light,"235 km ENE of Lospalos, Timor Leste"
2024-04-06 17:29:56.022,1.349,126.4307,41.785,Shallow,4.4,Light,"122 km WNW of Ternate, Indonesia"
2024-04-07 14:38:33.720,-8.3681,128.5269,22.486,Shallow,4.3,Light,"169 km E of Lospalos, Timor Leste"
2024-04-07 14:57:16.495,-8.9592,118.6205,10.0,Shallow,5.0,Moderate,"49 km SSE of Dompu, Indonesia"
2024-04-07 17:23:52.465,1.4395,126.4669,46.996,Shallow,4.2,Light,"124 km NW of Ternate, Indonesia"
2024-04-07 22:19:58.850,-7.4766,128.0757,152.645,Intermediate,4.9,Light,"165 km NE of Lospalos, Timor Leste"
2024-04-07 22:44:17.207,5.7612,126.5577,100.521,Intermediate,4.1,Light,"78 km SSE of Pondaguitan, Philippines"
2024-04-07 23:07:11.057,3.2146,127.1975,55.936,Shallow,4.3,Light,"187 km NNW of Tobelo, Indonesia"
2024-04-08 01:02:56.714,4.4316,127.6413,69.786,Shallow,4.5,Light,"264 km ESE of Sarangani, Philippines"
2024-04-08 02:50:51.859,-8.6626,118.3185,142.739,Intermediate,4.1,Light,"21 km SW of Dompu, Indonesia"
